CardNumber,Date,Description,MCC_Cd,Amount,Type,Status,Transaction_ID,Carbon_Calc_f
7614-2737-1372-6813,2022-03-21,Soho Grand Hotel,3567,3789,Debit,Cleared,07d9c252-f076-43a4-bb78-06bf6a5b76b4,N
4056-8121-6765-2045,2022-04-17,Ladbroke Hotels,3568,1601,Debit,Cleared,8bbfd975-e6d5-43c5-b699-ca47187e57d4,N
4056-8121-6765-2045,2022-04-07,Tribeca Grand Hotel,3569,1274,Debit,Processing,b86b86a3-1d4d-420c-8d42-b703af7e19f4,N
4475-8677-4266-3710,2022-02-17,Forum Hotels,3570,2197,Debit,Cleared,9fd0fefa-9d25-4e2a-9c7a-9c9607de0883,N
7880-6862-7238-4167,2022-05-04,Grand Wailea Resort,3571,3015,Debit,Cleared,6a24d759-015f-4250-aa1a-9b092195590a,N
0754-3261-0745-8353,2022-04-14,Miyako Hotel,3572,2410,Debit,Cleared,5d58cbce-de6a-469a-9624-ed84fddd2027,N
7584-8057-3330-8243,2022-02-17,Sandman Hotels,3573,3513,Debit,Cleared,2c519738-1366-4cb9-bdb2-3b316bf0d06f,N
7140-5836-4713-2233,2022-04-29,Venture Inn,3574,2232,Debit,Cleared,bb284c41-b879-4f29-bf36-046eab0eecdb,N
5660-4564-1621-2557,2022-03-20,Vagabond Hotels,3575,2571,Debit,Cleared,f465bd83-f748-4f30-8c6a-0d39cd7f939e,N
6103-0803-7667-1634,2022-05-11,La Quinta Resort,3576,1503,Debit,Cleared,ff352381-3cdf-47db-9311-f6544b578bf0,N
1671-0005-4252-2213,2022-03-07,Mandarin Oriental Hotel ,3577,1114,Debit,Cleared,de083f14-b2a8-4364-9920-e911f69115dd,N
0754-3261-0745-8353,2022-03-25,Frankenmuth Bavarian,3578,2921,Debit,Cleared,ec453186-0499-4b13-a81f-d097f9ba8831,N
8520-3180-0072-7121,2022-02-28,Hotel Mercure,3579,790,Debit,Cleared,ec3c4c2e-9fac-4100-978a-c13131c55746,N
7584-8057-3330-8243,2022-05-08,Hotel Del Coronado,3580,2464,Debit,Cleared,6047072b-1f19-477a-aa52-1184d1db502c,N
5324-5333-3713-1745,2022-04-04,Delta Hotels,3581,1918,Debit,Cleared,c469892a-9c29-4b3a-83d5-372ec74bb72d,N
5856-0057-8822-0177,2022-03-01,California Hotel and Casino ,3582,3405,Debit,Cleared,6367b42a-c512-4fea-83c0-947dc0ec0f1c,N
0143-3057-0734-0500,2022-02-22,Radisson BLU,3583,2992,Debit,Cleared,67cc3737-22f9-4146-88be-c3cb4391641b,N
7742-5634-4653-4660,2022-05-04,Princess Hotels International,3584,3371,Debit,Cleared,b2ac4483-9725-4c18-8d5b-ec2101f2fd39,N
3234-0650-4404-1172,2022-05-09,Hungar Hotels,3585,1776,Debit,Cleared,4ee6011b-ff76-4186-8117-5383da55819f,N
7474-2421-1771-5866,2022-04-10,Sokos Hotels,3586,3689,Debit,Cleared,ea266217-685c-4d59-9762-a50ff0ec9030,N
8421-4157-4756-7652,2022-03-02,Doral Hotels,3587,1575,Debit,Cleared,b1ef2365-e084-495d-a508-c469313331fe,N
5150-6376-4178-0685,2022-03-13,Helmsley Hotels,3588,255,Debit,Cleared,b46fe146-d59c-4659-83c3-dfc567c7e197,N
5533-3112-6666-5865,2022-05-09,Doral Golf Resort,3589,3536,Debit,Cleared,0fd2d1b8-ffe1-41e2-8cbd-ec5dd8208c43,N
5562-6138-2263-2583,2022-03-10,Fairmont Hotel,3590,937,Debit,Cleared,3abeceb4-4499-441e-acb5-991090ae7a05,N
1671-0005-4252-2213,2022-03-24,Sonesta Hotels,3591,2312,Debit,Cleared,1b389f2e-afd5-4644-bbeb-d68794a4591b,N
5533-3112-6666-5865,2022-03-07,Omni Hotels,3592,871,Debit,Cleared,c76b7ea0-eab3-4e62-9fbc-ea31473a3ce4,N
3128-4025-2617-0310,2022-05-07,Cunard Hotels,3593,1251,Debit,Cleared,d607edf9-d5f0-4c40-9542-d0a67843c8ab,N
1127-7723-5843-6440,2022-04-29,Arizona Biltmore,3594,3215,Debit,Cleared,4d36279b-f7bd-43e3-bc27-f5521de379ef,N
4056-8121-6765-2045,2022-03-23,Hospitality Inns,3595,3150,Debit,Cleared,46ef6b26-89c7-4978-a2f7-234adb2f41ff,N
8048-2513-1414-5108,2022-02-25,Wynn Las Vegas,3596,3506,Debit,Rejected,326b3eb5-435e-46f2-a72b-cfa67fad1044,N
1710-0781-4286-7831,2022-04-17,Riverside Resort and Casino,3597,1520,Debit,Cleared,7b3a2e9b-66d9-4269-bd3c-1bccd1ea6e1f,N
2301-4826-6816-0315,2022-02-25,Regent International Hotels,3598,345,Debit,Cleared,f072965c-06cc-42dd-bf2a-8b8c0de6c917,N
5022-8318-8036-5438,2022-03-05,Pannonia Hotels,3599,3835,Debit,Cleared,ff067ed3-ef65-43f8-ae2a-2052f975b3b4,N
6422-6200-5583-3432,2022-04-09,Saddlebrook Resort - Tampa,3600,3846,Debit,Cleared,bfad3067-b615-49c0-b839-2a32552bb8ca,N
1822-3823-4557-5623,2022-03-14,Trade Winds Resorts,3601,1371,Debit,Cleared,012a2204-373d-4b25-8a68-212746712744,N
6520-4224-1523-4421,2022-02-22,Hudson Hotel,3602,2799,Debit,Cleared,15bd9289-698c-4c12-a28d-929a4bb0f43a,N
1671-0005-4252-2213,2022-05-17,Noah's Hotel,3603,2166,Debit,Cleared,54713fb5-c971-43b5-836f-79bf87cef94c,N
5660-4564-1621-2557,2022-05-09,Hilton Garden Inn,3604,153,Debit,Cleared,fb701048-9aa4-4083-a032-dccb21ecb52b,N
1634-5504-8266-4571,2022-05-02,Jurys Doyle Hotel Group,3605,1058,Debit,Processing,72d67e84-5e83-45b7-b5df-b6e7df3e3177,N
3446-0204-0520-0856,2022-04-19,Jefferson Hotel,3606,3521,Debit,Cleared,4152a744-f988-4d46-8e44-e0ef24a8f1a9,N
5546-5631-0824-4631,2022-02-24,Fountainebleau Resort,3607,3481,Debit,Cleared,70603db4-961c-435b-bfcd-a32606dd4bf3,N
4463-4748-6462-2744,2022-03-04,Gaylord Opryland,3608,79,Debit,Cleared,80f6f321-edb6-467b-b7f2-020e07cf1b4f,N
2301-4826-6816-0315,2022-03-05,Gaylord Palms,3609,1233,Debit,Cleared,ea6c530d-4007-43e5-a0b3-5fe99baceccb,N
7571-7324-7876-6810,2022-04-30,Gaylord Texan,3610,233,Debit,Cleared,0a0698bb-20cf-4333-9f65-367dba3cd16e,N
1347-6154-0216-7255,2022-03-22,C MON INN,3611,562,Debit,Cleared,0c579408-f68d-4b9d-9744-836cfeb317b5,N
4704-1545-0084-8177,2022-05-09,Movenpick Hotels,3612,1197,Debit,Cleared,ec7349f4-f021-489b-9504-d1a1a4289189,N
0187-0710-0358-5866,2022-02-26,Microtel Inns & Suites,3613,3673,Debit,Cleared,49268eb3-35ee-4706-9789-0a61ad8cdd8d,N
1007-1847-0342-1858,2022-02-22,Americinn,3614,478,Debit,Cleared,35865d5e-5725-4ee2-8099-2d4dc811b250,N
2032-7430-2122-1158,2022-05-15,Travelodge Motels,3615,3731,Debit,Cleared,535f7c2f-5dfc-4bb8-a375-f247d19839b9,N
8336-7723-5010-8258,2022-03-08,America's Best Value Inn,3617,1627,Debit,Cleared,14f7f385-160a-4059-8f77-68b8d829ee39,N
5753-3703-5208-0576,2022-04-20,Great Wolf,3618,3832,Debit,Cleared,2c3299fd-b178-4c8b-ab80-2d7c21a90b60,N
1627-6537-8884-3428,2022-02-17,Aloft,3619,3364,Debit,Cleared,572ed8ff-8ef3-45bb-919a-fc5de4c5c6a1,N
5112-5401-3048-6385,2022-04-09,Binion's Horseshoe Club ,3620,3354,Debit,Cleared,7808221f-ee07-4cf8-89e1-906dae058863,N
3873-1011-7884-4651,2022-05-13,Extended Stay,3621,1374,Debit,Cleared,b30f498e-9106-4270-bb36-a0a6765f8dbb,N
3435-4127-8278-2304,2022-05-06,Merlin Hotel,3622,2981,Debit,Cleared,46ad4519-0a2c-402e-801c-8dc12deef596,N
7427-4263-8377-2751,2022-02-15,Dorint Hotels,3623,1460,Debit,Rejected,c3f2bce4-bbe2-4995-a2b2-cfb49f7f1ba5,N
7571-7324-7876-6810,2022-05-06,Lady Luck Hotel and Casino,3624,536,Debit,Rejected,14dd3a26-1c4a-4b05-883d-1eba13e26ca3,N
5022-8318-8036-5438,2022-04-16,Hotel Universale,3625,2168,Debit,Cleared,9f9a796d-9203-4327-b8e6-dc6141646590,N
8030-1321-5778-0363,2022-03-14,Studio Plus,3626,966,Debit,Cleared,1e4e32fa-d19e-4d15-be45-6373e8ba376d,N
2230-3314-3361-3488,2022-04-03,Extended Stay America,3627,1514,Debit,Cleared,5c817a6c-f9d3-4a26-abe9-ceef6ddd8714,N
7584-8057-3330-8243,2022-04-10,Excalibur Hotel and Casino,3628,3243,Debit,Cleared,8596a237-330c-45ce-a73f-9897c029bf8d,N
0237-1003-1471-2015,2022-05-03,Dan Hotels,3629,3690,Debit,Cleared,ae8d198d-402e-4f34-be52-9589a7a5d79a,N
1331-3717-0773-2487,2022-04-19,Extended Stay Deluxe,3630,2902,Debit,Cleared,2c8ec7a5-4bb6-41a1-bb1c-d6cb5cee438e,N
5574-6710-1602-3845,2022-04-17,Sleep Inn,3631,1920,Debit,Cleared,ca676d19-18d6-4da5-9e83-dabd9cff09fc,N
0412-4446-5072-7874,2022-04-16,The Phoenician,3632,2492,Debit,Cleared,a30aa883-6a8e-415c-a101-fb06f59670f8,N
1710-0781-4286-7831,2022-04-01,Rank Hotels,3633,1312,Debit,Cleared,45961197-6490-4dfd-9793-7fed5cf4f47d,N
5261-2371-4307-3162,2022-03-01,Swissotel,3634,580,Debit,Cleared,c38a603f-9b7b-4313-8b1c-49638a688b42,N
4837-7356-8265-4327,2022-04-06,Reso Hotel,3635,2213,Debit,Cleared,8de3425e-ee14-470e-9371-7f59127bef3e,N
2032-7430-2122-1158,2022-02-23,Sarova Hotels,3636,2998,Debit,Cleared,cf9ec620-e186-4f32-844f-b878128e5b0c,N
1347-6154-0216-7255,2022-04-07,Ramada Inns,3637,3073,Debit,Cleared,cb5ce680-81ef-429c-b264-1c671e43bc29,N
6103-0803-7667-1634,2022-04-18,Howard Johnson,3638,2559,Debit,Cleared,a56aff70-c3de-44f1-a13d-983c5a9bfbf0,N
7571-7324-7876-6810,2022-04-19,Mount Charlotte Thistle ,3639,2256,Debit,Rejected,f2d11460-7667-491e-a90f-61f26249d1b4,N
5753-3703-5208-0576,2022-03-24,Hyatt Motels,3640,3107,Debit,Cleared,dc58957a-ffcc-4d04-8732-450f5f264c88,N
6057-5114-2211-7264,2022-05-18,Sofitel Hotels ,3641,1885,Debit,Cleared,8f604b2d-4788-4a15-ae79-8a08f6796e75,N
0187-0710-0358-5866,2022-03-16,Novotel,3642,1904,Debit,Cleared,420c9168-3899-44cc-b9b5-57ba23c8c11f,N
2207-4401-2664-3036,2022-04-07,Steigenberger Hotels ,3643,1552,Debit,Cleared,50f921a7-22c1-4007-8d53-b32617944dc0,N
8333-3307-1872-8720,2022-05-13,EconoLodges,3644,3727,Debit,Cleared,3fa1c18b-0b7f-4829-86cd-29c7e6bd165f,N
6475-8717-0285-1214,2022-02-28,General Contractor/Residential Building,3645,3325,Debit,Cleared,d7b6b2e0-c72a-4f80-b022-122be3b4e8aa,N
1162-2327-0452-3547,2022-03-09,"Heating, Plumbing, Air Conditioning Contractors",3646,2361,Debit,Cleared,79f81d15-44d5-4ba7-bf46-67abc7db5f93,N
5150-6376-4178-0685,2022-03-31,Electrical Contractors,3647,988,Debit,Rejected,694e8cfe-96ba-4518-b910-59b93125eabb,N
8336-7723-5010-8258,2022-04-07,"Masonry, Stonework, Tile Setting, Plastering, Insulation Contractors",3648,1758,Debit,Cleared,6ccd7052-4f72-4d45-81e1-1edb6ef46e58,N
6475-8717-0285-1214,2022-05-08,Carpentry,3649,1789,Debit,Cleared,4525cd7b-3db5-49c4-b969-9962cfb8304c,N
6560-1330-8228-6141,2022-04-28,"Roof, Siding, and Sheet Metal Work Contractors",3650,2952,Debit,Cleared,7dd63f3e-3869-4e00-bb2b-436b8d43c412,N
5014-8505-5363-2260,2022-02-26,"Contractors, Concrete",3651,1572,Debit,Cleared,cf0076fa-fe20-4a6b-9eea-2cbf797b4b70,N
7742-5634-4653-4660,2022-04-08,Special Trade Contractor - Not Elsewhere Classified,3652,2558,Debit,Cleared,33df540a-54bb-48b2-b31b-70a6c82b916b,N
8331-7455-0118-7251,2022-05-04,Miscellaneous Publishing and Printing Services,3653,3723,Debit,Cleared,1e77db99-5336-478b-a50c-78703cd86faa,N
0143-3057-0734-0500,2022-04-06,"Typesetting, Plate Making and Related Services (Business to Business MCC)",3654,2275,Debit,Cleared,f5d73ae3-da8d-4ecf-bb92-0b4578de9e6e,N
7427-4263-8377-2751,2022-03-10,"Specialty Cleaning, Polishing and Sanitation Preparations (Business to Business MCC)",3655,1493,Debit,Cleared,f91431e8-48ca-48a8-a091-225b75f9d17e,N
6520-4224-1523-4421,2022-04-14,United Airlines ,3656,3472,Debit,Cleared,56ddf2c8-eaa6-485a-bb8f-1d5251c2e372,N
8212-3112-7560-1582,2022-02-21,American Airlines ,3657,1425,Debit,Cleared,7d6a11ee-2f46-4773-9281-93dcd8425b82,N
6520-4224-1523-4421,2022-04-09,Pan American,3658,1741,Debit,Cleared,5ffd079d-d8ee-4432-b3b5-638b416e2ba9,N
6575-4613-6817-7234,2022-04-15,Eurofly Airlines,3659,430,Debit,Cleared,f2f13e24-d8ef-499b-93f4-71cb589918c4,N
8336-7723-5010-8258,2022-05-04,Dragon Airlines,3660,522,Debit,Cleared,ec8c3d0b-e8f7-4ff4-8df5-a3e21e268c62,N
4038-7060-5125-8207,2022-04-04,British Airways ,3661,2925,Debit,Cleared,4075683d-208e-4523-9d81-236e642dd1d5,N
4056-8121-6765-2045,2022-03-17,Japan Air Lines ,3662,3175,Debit,Processing,ebdd30f1-efa8-41ae-8080-1b1eb6b0058a,N
7050-8348-2865-2376,2022-04-08,Air France,3663,3327,Debit,Cleared,e7b47b70-5b6a-4083-99ef-47d01a6ef95f,N
2627-5561-2003-6528,2022-04-14,Lufthansa,3664,28,Debit,Cleared,a586893c-7f8b-48e7-a10e-4d5902db2903,N
2728-7313-5247-8151,2022-04-28,Air Canada,3665,862,Debit,Cleared,9c92695d-1315-4600-903c-1c2f33a7a909,N
1114-1286-2836-3057,2022-03-12,KLM,3666,982,Debit,Cleared,69b06342-4e7f-4517-8e55-20445f4bf2a1,N
4202-2185-3016-1605,2022-05-09,AeroFlot,3667,3500,Debit,Cleared,c66854aa-df13-426e-a16a-c43fc71448b7,N
4837-7356-8265-4327,2022-04-19,Qantas,3668,3517,Debit,Cleared,09a11a00-e748-4d0c-88a1-70345e18280b,N
4056-8121-6765-2045,2022-04-09,Alitalia,3669,2592,Debit,Cleared,5c49f95f-d70a-48a7-a26e-736b3560e6f0,N
1177-4547-0278-4503,2022-04-17,Saudi Arabian Airlines,3670,2756,Debit,Cleared,c3e52fb8-f5d8-4415-836f-63f171c66bfa,N
3768-5806-1760-2402,2022-02-22,SWISS,3671,1174,Debit,Cleared,21cb65e9-2326-4458-8246-9470ec2a007a,N
6475-8717-0285-1214,2022-04-07,SAS,3672,299,Debit,Cleared,2f3776b2-273c-4a77-b48c-532de32f1b63,N
5112-5401-3048-6385,2022-03-14,South African Airway ,3673,1809,Debit,Cleared,b65deacd-6637-4cc4-a454-51cc851b2c27,N
4837-7356-8265-4327,2022-04-24,Varig (Brazil),3674,1291,Debit,Cleared,7189b7e1-504f-44bc-9e78-55adcc028336,N
1411-3241-8383-5603,2022-03-20,Air India,3675,2384,Debit,Cleared,cc07f3e2-5461-4283-8ea1-90ffb8fa01a1,N
1114-1286-2836-3057,2022-02-17,Air Algerie,3676,3428,Debit,Cleared,7651f975-b497-4d0e-a60d-2482c5ed66f2,N
3435-4127-8278-2304,2022-05-07,PAL AIR,3677,1002,Debit,Processing,a3652ff4-e925-4895-86f3-ce9c458a44de,N
4038-7060-5125-8207,2022-05-05,Mexicana,3678,2583,Debit,Cleared,f410a876-8695-478d-be11-1e6827745b64,N
7427-4263-8377-2751,2022-03-09,Pakistan International,3679,517,Debit,Cleared,a2294644-f00e-4cee-b3f5-8e0229600907,N
8336-7723-5010-8258,2022-02-20,Air New Zealand Ltd. ,3680,2882,Debit,Cleared,6b417a7f-6f13-41e4-ac95-894871468006,N
1007-1847-0342-1858,2022-04-27,Emirates Airlines,3681,1058,Debit,Cleared,11ded199-2ff1-4c1a-aa92-31044a978c59,N
5574-6710-1602-3845,2022-04-26,UTA/InterAir,3682,515,Debit,Cleared,f4467154-2399-4441-9d50-0ef27922dd25,N
1177-4547-0278-4503,2022-04-04,Air Malta,3683,3659,Debit,Cleared,6372708b-9fde-4fa9-84bc-ef8cacc9889f,N
6687-3637-6826-1683,2022-02-21,SN Brussels Airlines - SN BRUSSELS,3684,2081,Debit,Cleared,4def7835-fbb9-4099-8dc9-f2b2262a3ed2,N
8030-1321-5778-0363,2022-04-17,Aerolineas Argentinas ,3685,226,Debit,Cleared,ce26eb0f-c713-4b1a-a3fd-5be9391dfa6e,N
2513-7800-0438-1508,2022-02-18,Olympic Airways,3686,2834,Debit,Cleared,072b66d5-59c7-4735-be30-87edb6d7e820,N
2848-1740-5562-4041,2022-04-17,El Al,3687,1707,Debit,Cleared,fd7f02c4-f7e4-4a6e-92c4-c591d7b12f04,N
6057-5114-2211-7264,2022-04-02,Ansett Airlines ,3688,3305,Debit,Cleared,783e8623-5dd1-44f9-9dba-eb8374fdb2c4,N
3873-1011-7884-4651,2022-04-05,ETIHADAIR,3689,571,Debit,Cleared,ab7c438f-04fe-4642-b6ed-1b98025afa1d,N
7571-7324-7876-6810,2022-02-27,TAP (Portugal) ,3690,2730,Debit,Cleared,727a1b79-b51e-4265-bac6-b7719e24c182,N
1127-7723-5843-6440,2022-03-18,VASP (Brazil),3691,3510,Debit,Cleared,f5746dc7-c8df-4ad3-bcd6-4105fe434913,N
4463-4748-6462-2744,2022-02-16,EgyptAir,3692,3966,Debit,Cleared,e8ecef45-89ef-4901-be4c-4f1c4aaa5f1a,N
5660-4564-1621-2557,2022-02-22,Kuwait Airways ,3693,1363,Debit,Cleared,b2c81687-9dd6-40a5-8e35-6051bee0c236,N
0143-3057-0734-0500,2022-02-24,Avianca,3694,3380,Debit,Cleared,5c90b07b-eb6a-49cd-8453-115f3c047c36,N
7880-6862-7238-4167,2022-03-15,GulfAir (Bahrain) ,3695,3909,Debit,Cleared,0f30b618-f314-4f5e-95bc-7de69aa093da,N
6888-6464-5850-1282,2022-03-25,Balkan-Bulgarian ,3696,2194,Debit,Cleared,746da121-5cb8-4304-bcd6-b7a056473a60,N
8333-3307-1872-8720,2022-04-11,FinnAir,3697,396,Debit,Cleared,f6d45068-fca9-4070-894f-513c7a16c3cb,N
6475-8717-0285-1214,2022-05-08,Aer Lingus,3698,3918,Debit,Cleared,d2a52949-8d7a-4738-bae1-b4f02283013f,N
4202-2185-3016-1605,2022-03-24,Air Lanka,3699,1617,Debit,Cleared,c38dd56f-f323-47b8-b3b1-18aaa46b9993,N
4463-4748-6462-2744,2022-05-12,Nigeria Airways ,3700,3879,Debit,Cleared,85ff0657-d7b2-4814-a49d-1f5e1c1de825,N
1162-2327-0452-3547,2022-03-08,Cruzeiro do Sul (Bra),3701,1380,Debit,Cleared,24e3cb50-169d-4d91-809e-a8b6ed4f1906,N
6888-6464-5850-1282,2022-04-19,THY (Turkey),3702,818,Debit,Cleared,a33317f8-661e-4470-9f60-b9a13729ee0f,N
5660-4564-1621-2557,2022-05-13,Royal Air Maroc ,3703,1526,Debit,Cleared,ddf21f38-4c16-4b33-b761-26a19042c87b,N
6525-6177-1224-4636,2022-02-23,Tunis Air,3704,1984,Debit,Cleared,c76551ae-c91d-4543-a81c-162226b031bc,N
8331-7455-0118-7251,2022-04-03,Icelandair,3705,66,Debit,Cleared,da51ee8c-e75e-43b3-9951-8571bab8e8af,N
8436-1032-3354-5256,2022-05-05,Austrian Airlines ,3706,3543,Debit,Cleared,619dce9e-49c7-4dc0-bed2-446006351dae,N
5022-8318-8036-5438,2022-02-15,LANAIR,3707,2387,Debit,Cleared,1fc20b27-b2cb-462e-b10f-b7860c9ca857,N
3446-0204-0520-0856,2022-02-17,AVIACO (Spain) ,3708,923,Debit,Cleared,60fa9d83-b4c0-42b4-9563-aa6a50b6dba0,N
4704-1545-0084-8177,2022-02-23,Ladeco (Chile) ,3709,2250,Debit,Cleared,2cbfa407-b4c4-4f26-97c0-871562f546dc,N
1708-2261-7773-7658,2022-04-01,LAB (Bolivia) ,3710,766,Debit,Cleared,b9a4698b-25c6-4fd0-a188-018085c21fee,N
6057-5114-2211-7264,2022-04-30,JetAir,3711,329,Debit,Cleared,566c4d95-eab8-4b6b-93f5-b654ee5375ac,N
6520-4224-1523-4421,2022-03-05,Virgin America – VIR AMER,3712,3650,Debit,Cleared,3b869705-6ace-495a-902d-66c5a892323a,N
7050-8348-2865-2376,2022-04-20,Delta,3713,963,Debit,Cleared,e349ca07-f1d2-468f-87ce-896c2632213d,N
6023-5271-2723-4718,2022-03-13,DBA Airlines-DBA AIR,3714,3352,Debit,Cleared,0c7826f8-02e3-479e-88e5-1a37f23ccef6,N
6687-3637-6826-1683,2022-05-17,NWA Air,3715,2981,Debit,Cleared,3333e2d5-a4a2-405c-a521-0525995262bc,N
8548-3137-1813-1338,2022-04-04,Continental,3716,3164,Debit,Cleared,66e912c0-f503-4684-a968-3dc16b196d73,N
5660-4564-1621-2557,2022-03-11,Hapag-Lloyd Express - HLX,3717,479,Debit,Cleared,5f0186ba-f27d-405e-aaaf-15f61f7dec0a,N
5722-8688-5154-2618,2022-04-07,US Airways,3718,2740,Debit,Cleared,a2362e87-51ac-4b15-b4e7-8910d2421644,N
3857-1447-6225-5173,2022-04-19,Adria Airways,3719,1611,Debit,Cleared,73630f53-eb13-437c-a90b-a3cac3bc9412,N
4265-4481-6624-5584,2022-05-06,Airinter (AirInternational),3720,1163,Debit,Cleared,48bd2ece-1fb1-4cf9-9004-10bcc81a6ccf,N
0754-3261-0745-8353,2022-04-07,Southwest,3721,1631,Debit,Cleared,6e0bb618-8985-48bf-92b3-c48e4b49c5e8,N
2187-5166-8816-7885,2022-03-16,AIR STANA,3722,1826,Debit,Cleared,9a49d3b8-7bef-4e8f-968e-df3ce238501c,N
1634-5504-8266-4571,2022-04-15,Sun Country Air,3723,3728,Debit,Cleared,f48a491f-0dd2-4cf5-85b5-a89987690f81,N
2207-4401-2664-3036,2022-03-08,Pacific Southwest Airlines (PSA),3724,1645,Debit,Processing,8ef9d92b-26bf-4a82-93f3-65fca6282a97,N
1177-4547-0278-4503,2022-02-28,Air British Columbia ,3725,3337,Debit,Processing,0489c390-f695-4c1e-9058-9a90e6347fbd,N
1708-2261-7773-7658,2022-04-30,CEBU PAC,3726,1677,Debit,Cleared,0b869624-768e-4c7b-95a7-64b75f73e054,N
6888-6464-5850-1282,2022-03-16,Air Cal,3727,949,Debit,Cleared,7389f2de-c14d-49a3-8d91-fccb9ffef4d0,N
7773-4107-2232-5535,2022-03-25,Singapore Airlines,3728,3560,Debit,Cleared,e4e417f5-e178-4c65-94c9-8f3a9562808d,N
0022-1236-4331-4884,2022-04-29,Aeromexico,3729,3939,Debit,Processing,717f62c5-653a-4d22-b829-47f001df3589,N
5660-4564-1621-2557,2022-03-21,Thai Airways,3730,1679,Debit,Reconciled,51354feb-810f-46e3-8a37-7994ca79fefe,N
6057-5114-2211-7264,2022-04-05,China Airlines,3731,3200,Debit,Cleared,70b48e0a-c934-4bf8-90b9-18d2bbed6101,N
7773-4107-2232-5535,2022-05-05,Jetstar Airways - Jetstar,3732,2795,Debit,Cleared,0114a8cf-8eb9-4c56-8c47-bebf20b88fa9,N
3128-4025-2617-0310,2022-04-10,Korean Airlines,3734,3699,Debit,Cleared,aad604be-e4cd-4a17-85c2-09e8c2dedf54,N
6560-1330-8228-6141,2022-04-29,Air Afrique,3735,1622,Debit,Cleared,989e8f14-f584-4315-9e50-515cf42784c0,N
8436-1032-3354-5256,2022-04-10,Eva Airlines,3736,831,Debit,Cleared,176c0574-8037-4ad5-8c9b-6aad6dd5563c,N
3435-4127-8278-2304,2022-02-24,"Midwest Express Airlines, Inc",3737,2279,Debit,Cleared,edc488b6-2e11-4bea-87d1-3408550eb419,N
5722-8688-5154-2618,2022-03-18,Metro Airlines,3738,599,Debit,Cleared,f475ba74-2378-4135-81a9-9657dad945fc,N
7584-8057-3330-8243,2022-02-28,Tans Saero,3739,1812,Debit,Cleared,65d75e3f-2488-4d14-a3db-2f390e9650a7,N
2187-5166-8816-7885,2022-03-05,Uni Airways,3740,2945,Debit,Processing,c474415d-95a3-4448-9369-af59a35801ad,N
8333-3307-1872-8720,2022-04-10,Zambia Airways,3741,3990,Debit,Hold,aa44ef7e-01c3-4642-89f2-e18b261426ed,N
5546-5631-0824-4631,2022-03-22,Air Zimbabwe,3744,2475,Debit,Cleared,cc0c8126-c639-4b63-8b27-77a9ed7a2045,N
1347-6154-0216-7255,2022-05-05,Spanair (abbreviation: SPANAIR),3745,1233,Debit,Cleared,10f925ae-8f4c-43c0-8f2d-8dc0f1099e43,N
2728-7313-5247-8151,2022-03-27,Asiana Airlines,3746,2121,Debit,Cleared,dd483695-7704-4ec1-9eee-ac811b58d3e9,N
5722-8688-5154-2618,2022-05-10,Cathay Pacific,3747,637,Debit,Cleared,ccb5bb79-732a-4f91-b2e9-1e66d013b1fe,N
7050-8348-2865-2376,2022-04-23,Malaysian Airline Sys,3748,2962,Debit,Cleared,d2f8ecd3-3420-4d38-81b5-21585be69a5f,N
3768-5806-1760-2402,2022-05-15,Iberia,3749,3329,Debit,Cleared,aae6ad1b-9a3e-4231-97f7-04a3afef3ccf,N
8282-4771-5114-6578,2022-05-15,Garuda (Indonesia),3750,1884,Debit,Hold,5afaec6f-eb06-4c8b-9ad5-b917931d7d5a,N
1114-1286-2836-3057,2022-04-01,Piedmont,3751,536,Debit,Cleared,81f52ad0-4d25-4049-8bd8-ab961c6e2c55,N
1127-7723-5843-6440,2022-03-01,Braathens S.A.F.E. (Norway) ,3752,2253,Debit,Cleared,da937a6e-b1fc-4e46-9e92-2941573b3ec0,N
8331-7455-0118-7251,2022-02-16,British Midland,3753,1406,Debit,Cleared,6a4418cd-7fa5-4ac6-b19e-59e4c1d1f762,N
7614-2737-1372-6813,2022-03-05,Windward Island,3754,2678,Debit,Cleared,238c5b48-81d8-42cd-ac25-6d16556a9288,N
8436-1032-3354-5256,2022-05-09,Venezolana Int de Aviacion ,3755,2290,Debit,Cleared,df091649-2d80-4691-8f62-aa0d1971b9bc,N
5261-2371-4307-3162,2022-05-17,Tan Airlines,3757,2275,Debit,Cleared,3e7a42d9-eded-4df2-86d3-8af1c9dfe516,N
1283-5710-1470-8321,2022-03-28,Taca International,3758,112,Debit,Cleared,1e6a85dd-23fb-4dd1-99cb-c131c8e861ce,N
0363-6237-2162-3151,2022-04-12,Surinam Airways,3759,3969,Debit,Cleared,6ba84ec9-7804-4204-8531-fcbb55db7cc7,N
5856-0057-8822-0177,2022-02-25,Sunworld International Airways,3760,1908,Debit,Cleared,32c1428d-4350-4731-a35e-e9f17b3fac20,N
7474-2421-1771-5866,2022-03-16,VLM Air,3761,1557,Debit,Cleared,b7718487-af76-491a-982e-f51cabe63e5b,N
3221-7806-4080-6767,2022-02-21,Frontier Airlines,3762,3482,Debit,Processing,25a2636f-bc66-4476-a420-6b219d6886ef,N
5753-3703-5208-0576,2022-02-28,Sudan Airlines,3763,1334,Debit,Cleared,8671a18a-3b54-4a49-ac2c-f81b942492a8,N
